tag,indie_count,non_indie_count,indie_share,non_indie_share,lift
e-sports,392.0,225.0,0.005999387817569635,0.009267649724029986,0.6473472774886916
VR,3385.0,1949.0,0.05180593816957453,0.08027844138726418,0.645328151298579
Automobile Sim,634.0,366.0,0.00970309152127334,0.01507537688442211,0.6436384042444648
4X,240.0,142.0,0.0036730945821854912,0.005848916714721147,0.6279957061006997
Massively Multiplayer,906.0,539.0,0.01386593204775023,0.022201169783342946,0.6245586238502413
RTS,1044.0,636.0,0.015977961432506887,0.026196556553258095,0.609926018330821
Cold War,156.0,96.0,0.0023875114784205694,0.0039541972155861275,0.6037917049280686
America,364.0,226.0,0.005570860116314661,0.009308839278359009,0.5984484155039262
Tanks,261.0,166.0,0.003994490358126722,0.006837466018617679,0.5842062464734973
Football (Soccer),153.0,99.0,0.0023415977961432507,0.004077765878573194,0.5742354676238973
Chess,114.0,76.0,0.0017447199265381084,0.0031304061290056842,0.557346189164371
Offroad,133.0,89.0,0.0020355065809611263,0.0036658703352829723,0.5552587502536429
FMV,269.0,182.0,0.004116926844199571,0.007496498887882033,0.54917994463449
War,1305.0,885.0,0.01997245179063361,0.03645275558118461,0.5478996435853138
Horses,118.0,81.0,0.0018059381695745332,0.003336353900650795,0.5412909491472904
Military,1002.0,693.0,0.015335169880624427,0.028544361150012357,0.5372399052839825
Historical,1254.0,911.0,0.01919191919191919,0.03752368399373919,0.511461486434044
Wargame,753.0,548.0,0.011524334251606979,0.022571875772304142,0.5105616550374348
Naval Combat,116.0,92.0,0.0017753290480563208,0.0037894389982700387,0.46849389813816694
Naval,160.0,136.0,0.002448729721456994,0.005601779388747014,0.4371342660112713
Grand Strategy,407.0,349.0,0.006228956228956229,0.014375154460828734,0.43331403818509834
Nostalgia,107.0,97.0,0.001637588001224365,0.00399538676991515,0.4098697061208776
Diplomacy,138.0,129.0,0.0021120293847566576,0.005313452508443859,0.39748720467536536
MMORPG,200.0,193.0,0.003060912151821243,0.007949583985501277,0.3850405451912753
World War II,318.0,315.0,0.004866850321395776,0.01297470961364198,0.3751028320725291
Game Development,210.0,215.0,0.0032139577594123047,0.008855754180739764,0.36292309992098576
Design & Illustration,374.0,445.0,0.005723905723905724,0.018329351676414862,0.312280861044906
Remake,171.0,212.0,0.0026170798898071624,0.008732185517752698,0.2997050262487655
Software,260.0,335.0,0.003979185797367615,0.013798500700222423,0.2883781277268387
Cult Classic,108.0,150.0,0.001652892561983471,0.006178433149353324,0.26752617079889807
Classic,453.0,692.0,0.006932966023875115,0.028503171595683333,0.24323489758329486
Animation & Modeling,131.0,323.0,0.002004897459442914,0.013304226048274158,0.15069628644072777
Utilities,244.0,654.0,0.003734312825221916,0.02693796853118049,0.13862637120907903
