tag,game_count,reliable_review_game_count,median_review_count,mean_review_count,median_positive_rate_30plus,median_recommendations,median_peak_ccu,mean_attention_score,free_share,median_price,median_release_year,game_share,competition_level
Gore,3738,2249,58.0,5234.12252541466,79.49886104783599,0.0,0.0,0.5165167210010727,0.09684323167469235,4.99,2020.0,0.041710370684460714,Very High
Gothic,495,268,38.0,1454.4767676767676,84.46143186487521,0.0,0.0,0.3811469281233582,0.024242424242424242,6.99,2022.0,0.0055234439509919886,Medium
Grand Strategy,756,475,77.0,3940.665343915344,76.63551401869158,0.0,1.0,0.7663975282640568,0.051587301587301584,9.99,2021.0,0.008435805306969583,High
Great Soundtrack,3897,3334,445.0,9176.306389530408,85.6668815454363,265.0,1.0,1.1526420684828351,0.08416730818578394,9.99,2017.0,0.04348456783235511,Very High
Grid-Based Movement,1050,367,15.0,124.71333333333334,88.33333333333333,0.0,0.0,-0.0805095650810805,0.047619047619047616,4.99,2022.0,0.011716396259679974,High
Gun Customization,528,237,23.0,3824.282196969697,80.33426477566299,0.0,0.0,0.3086898198232656,0.07765151515151515,5.99,2022.0,0.0058916735477247874,Medium
Hack and Slash,2583,1343,35.0,4309.236159504452,80.0247489410309,0.0,0.0,0.431046488295315,0.07200929152148665,7.99,2022.0,0.02882233479881274,Very High
Hacking,364,199,40.5,1496.0357142857142,85.84905660377359,0.0,0.0,0.41686383599809224,0.10164835164835165,7.88,2021.0,0.004061684036689058,Medium
Hand-drawn,3702,1770,26.0,863.8076715289033,88.65681700362882,0.0,0.0,0.13061605404097365,0.04943273905996758,4.99,2022.0,0.04130866566984311,Very High
Hardware,20,13,161.0,4316.4,85.11966701352758,0.0,0.0,0.8422820375616837,0.05,11.99,2020.0,0.00022316945256533287,Low
Heist,209,124,82.0,8193.382775119617,79.67978156708838,0.0,0.0,0.7725266786363643,0.11004784688995216,7.99,2021.0,0.002332120779307728,Low
Hentai,1030,875,208.0,1334.9941747572816,83.1081081081081,139.0,1.0,0.7636073604624375,0.05631067961165048,4.99,2021.0,0.011493226807114643,High
Hero Shooter,547,156,13.0,9042.35831809872,78.99530179703683,0.0,0.0,-0.061020775530305674,0.09506398537477148,3.99,2022.0,0.006103684527661853,Medium
Hex Grid,490,287,46.0,1827.3081632653061,81.19402985074626,0.0,0.0,0.41367032655269503,0.05714285714285714,9.48,2021.0,0.005467651587850655,Medium
Hidden Object,3777,1365,16.0,218.38046068308182,83.33333333333334,0.0,0.0,-0.07183602805653715,0.03441885093989939,4.99,2022.0,0.04214555111696311,Very High
Historical,2165,1304,61.0,3427.079907621247,81.03448275862068,0.0,0.0,0.6102278094361933,0.06327944572748267,8.99,2021.0,0.02415809324019728,High
Hobby Sim,13,7,123.0,1457.0,85.26178010471203,0.0,1.0,0.8984679195666918,0.0,5.99,2023.0,0.00014506014416746635,Low
Hockey,69,31,24.0,413.3333333333333,83.69098712446352,0.0,0.0,0.13601999503530887,0.11594202898550725,5.99,2021.0,0.0007699346113503984,Low
Horror,8347,4527,37.0,2654.2584161974364,81.42857142857143,0.0,0.0,0.2865191058592342,0.07763268240086259,4.99,2022.0,0.09313977102814167,Very High
Horses,199,105,36.0,8672.673366834171,78.43137254901961,0.0,0.0,0.42030851662697966,0.05527638190954774,7.99,2021.0,0.0022205360530250617,Low
Hunting,392,181,25.0,3446.2321428571427,72.22222222222221,0.0,0.0,0.34261832289994176,0.05612244897959184,6.34,2022.0,0.004374121270280524,Medium
Idler,1274,572,22.0,670.8704866562009,80.13407936088348,0.0,0.0,0.21928013452672923,0.09733124018838304,2.99,2023.0,0.014215894128411703,High
Illuminati,274,184,123.5,3106.368613138686,80.6373964952821,0.0,0.0,0.6004472182818419,0.0948905109489051,4.99,2018.0,0.00305742150014506,Medium
Immersive,327,174,35.0,1733.461773700306,83.21018445138533,0.0,0.0,0.3522532663270477,0.045871559633027525,7.99,2023.0,0.003648820549443192,Medium
Immersive Sim,2768,1393,30.0,2139.8768063583816,82.35294117647058,0.0,0.0,0.3481635584798592,0.03757225433526012,7.890000000000001,2023.0,0.030886652235042066,Very High
Indie,43408,20098,25.0,1106.5809067453004,80.65849210793142,0.0,0.0,0.07564789498677534,0.09714799115370439,4.99,2020.0,0.4843669798477984,Very High
Instrumental Music,70,17,10.5,146.21428571428572,88.65979381443299,0.0,0.0,-0.19345656872730782,0.02857142857142857,3.99,2023.0,0.000781093083978665,Low
Intentionally Awkward Controls,81,41,30.0,1113.7407407407406,83.9491283850455,0.0,0.0,0.10955224823297995,0.08641975308641975,4.99,2021.0,0.0009038362828895981,Low
Interactive Fiction,2750,1351,28.0,583.4123636363636,87.62626262626263,0.0,0.0,0.15407338433451073,0.05745454545454545,4.99,2022.0,0.03068579972773327,Very High
Inventory Management,1006,449,22.5,1190.678926441352,80.58252427184466,0.0,0.0,0.20980134795821312,0.0437375745526839,6.99,2023.0,0.011225423464036243,High
Investigation,1933,811,19.0,922.2829798241077,85.47008547008546,0.0,0.0,0.08327075505692934,0.05069839627521987,5.99,2023.0,0.021569327590439422,High
Isometric,1999,1179,51.0,2296.6703351675837,81.640625,0.0,0.0,0.5122895362174695,0.05302651325662831,7.99,2021.0,0.02230578678390502,High
JRPG,2345,1419,58.0,1543.5850746268657,83.33333333333334,0.0,0.0,0.4935229254033724,0.05543710021321962,9.99,2021.0,0.02616661831328528,High
Jet,150,52,15.0,1176.98,80.73319755600815,0.0,0.0,0.22396806369575653,0.04666666666666667,4.99,2022.0,0.0016737708942399965,Low
Job Simulator,90,55,83.5,1333.9555555555555,82.38341968911918,0.0,1.0,0.7041502355147705,0.011111111111111112,9.99,2024.0,0.001004262536543998,Low
Jump Scare,101,55,35.0,1393.5544554455446,82.4634655532359,0.0,0.0,0.30757474110850574,0.04950495049504951,4.99,2024.0,0.0011270057354549308,Low
Kickstarter,179,159,792.0,4244.7206703910615,82.87425149700599,477.0,1.0,1.215303077460392,0.05027932960893855,14.99,2017.0,0.0019973666004597292,Low
LEGO,115,59,30.0,2789.8608695652174,89.27414128321452,0.0,0.0,0.6411099302167448,0.06086956521739131,5.99,2021.0,0.0012832243522506639,Low
LGBTQ+,1330,886,79.0,1322.4248120300751,89.5715803164062,0.0,0.0,0.45744328325541106,0.07067669172932331,6.99,2021.0,0.014840768595594635,High
Lara Croft,4,4,17615.5,17609.25,72.98373764641161,62479.0,0.0,2.0780730490294945,1.0,0.0,2018.0,4.463389051306657e-05,Low
Lemmings,68,29,23.0,461.19117647058823,86.11111111111111,0.0,0.0,0.036264538201503334,0.04411764705882353,4.99,2020.0,0.0007587761387221317,Low
Level Editor,1105,563,31.0,1792.7475113122173,87.22358722358723,0.0,0.0,0.336998014762874,0.08416289592760182,6.99,2021.0,0.012330112254234641,High
Life Sim,1718,954,41.0,1595.1606519208383,82.26768968456948,0.0,0.0,0.423727562464983,0.048894062863795114,6.99,2023.0,0.019170255975362094,High
Linear,5039,1495,13.0,316.2046040881127,87.67123287671232,0.0,0.0,-0.13690337889290374,0.04485016868426275,4.99,2023.0,0.056227543573835616,Very High
Local Co-Op,2368,1364,47.0,2900.4717060810813,84.62013846672448,0.0,0.0,0.46915983020760044,0.052364864864864864,9.99,2020.0,0.02642326318373541,High
Local Multiplayer,3059,1529,29.0,2158.722458319712,83.78378378378379,0.0,0.0,0.3046047535948269,0.07420725727361883,7.99,2020.0,0.03413376776986766,Very High
Logic,3574,1187,15.0,190.0193060996083,88.63636363636364,0.0,0.0,-0.10573725565872805,0.03749300503637381,4.99,2022.0,0.03988038117342498,Very High
Loot,1120,595,36.0,4385.3607142857145,80.1805035639198,0.0,0.0,0.4359002115791399,0.05178571428571429,7.99,2022.0,0.01249748934365864,High
Looter Shooter,461,172,15.0,10268.665943600869,78.07601301390122,0.0,0.0,0.2824252452769859,0.06290672451193059,5.99,2023.0,0.005144055881630923,Medium
Lore-Rich,1285,680,35.0,4086.2101167315177,85.0,0.0,0.0,0.3742524545301891,0.06848249027237355,7.99,2023.0,0.014338637327322636,High
Lovecraftian,704,439,61.5,1656.7926136363637,83.33333333333334,0.0,0.0,0.45257524087908335,0.05965909090909091,6.79,2022.0,0.007855564730299717,Medium
MMORPG,393,312,420.0,11915.613231552163,68.78994089293116,0.0,2.0,1.1426519603749203,0.5826972010178118,0.0,2020.0,0.004385279742908791,Medium
MOBA,246,141,44.5,14559.085365853658,69.4789081885856,0.0,0.0,0.3170280198381785,0.42276422764227645,2.99,2020.0,0.002744984266553594,Medium
Magic,3428,1400,18.0,1340.8964410735123,83.41457773151762,0.0,0.0,0.11735536115005372,0.06388564760793465,5.99,2022.0,0.03825124416969805,Very High
Mahjong,78,29,19.0,192.37179487179486,71.21212121212122,0.0,0.0,0.037494444775174496,0.07692307692307693,4.99,2021.0,0.0008703608650047982,Low
Management,3498,2167,70.0,2579.028587764437,78.40755735492577,0.0,1.0,0.6522562003064062,0.05202973127501429,8.99,2022.0,0.03903233725367672,Very High
Mars,180,89,28.5,640.35,77.57598220904373,0.0,0.0,0.2037620825958175,0.06666666666666667,7.99,2021.0,0.002008525073087996,Low
Martial Arts,490,281,48.5,2993.865306122449,82.6086956521739,0.0,0.0,0.5991659993085657,0.05510204081632653,7.99,2022.0,0.005467651587850655,Medium
Massively Multiplayer,1445,1029,139.0,9884.629757785468,66.94736842105263,0.0,0.0,0.7130419909403352,0.4795847750865052,0.79,2019.0,0.0161239929478453,High
Masterpiece,12,12,6623.0,20888.166666666668,81.38003953330167,7565.0,1.0,1.9754583892210291,0.0,24.99,2013.5,0.00013390167153919973,Low
Match 3,925,284,13.0,356.1232432432432,79.30725863284002,0.0,0.0,-0.11052690481746912,0.02918918918918919,4.99,2021.0,0.010321587181146645,High
Mature,1332,1099,227.5,8665.322822822824,82.52581413820492,159.0,1.0,0.9377925375546341,0.05930930930930931,5.99,2020.0,0.014863085540851168,High
Mechs,537,342,73.0,2046.2513966480446,82.79782885578034,0.0,0.0,0.5665166475413552,0.07635009310986965,9.49,2021.0,0.005992099801379187,Medium
Medical Sim,121,61,30.0,822.8347107438017,77.42796157950907,0.0,0.0,0.3108909032877872,0.06611570247933884,9.99,2022.0,0.0013501751880202638,Low
Medieval,2965,1298,20.0,2000.149747048904,81.31993291446594,0.0,0.0,0.22313873490347905,0.06677908937605397,5.99,2022.0,0.033084871342810594,Very High
Memes,1504,1106,140.0,3786.189494680851,83.83022120388017,0.0,0.0,0.6447353263870335,0.10505319148936171,3.99,2020.0,0.016782342832913032,High
Metroidvania,1137,666,47.0,2030.193491644679,84.67279690440975,0.0,0.0,0.42401904441838084,0.04309586631486367,8.99,2021.0,0.012687183378339174,High
Military,1695,885,34.0,10646.073156342183,77.88808664259928,0.0,0.0,0.5057806718826273,0.07846607669616519,7.99,2022.0,0.01891361110491196,High
Mini Golf,105,45,24.0,1261.6095238095238,84.65690053970701,0.0,0.0,0.06380978304187643,0.05714285714285714,4.99,2022.0,0.0011716396259679974,Low
Minigames,324,144,21.5,3751.7283950617284,86.30495676531481,0.0,0.0,0.15253996245520354,0.08333333333333333,4.99,2021.0,0.0036153451315583925,Medium
Minimalist,4725,1627,15.0,293.21693121693124,88.23529411764706,0.0,0.0,-0.07808089125428914,0.057777777777777775,2.99,2022.0,0.052723783168559885,Very High
Mining,431,219,33.0,1206.1647331786544,80.46834791559444,0.0,0.0,0.37481665801450653,0.07192575406032482,6.99,2022.0,0.004809301702782923,Medium
Mod,64,56,2001.5,16501.9375,83.71729957805908,409.5,15.0,1.7678030383358367,0.265625,9.49,2018.0,0.0007141422482090651,Low
Moddable,791,605,407.0,27808.13906447535,84.69195751138088,287.0,4.0,1.4449781775862283,0.06826801517067003,12.99,2021.0,0.008826351848958915,High
Modern,1115,472,21.0,2833.083408071749,81.36952286625959,0.0,0.0,0.11718045423791736,0.05829596412556054,4.99,2022.0,0.012441696980517307,High
Motocross,66,32,26.0,791.1818181818181,82.04291757989704,0.0,0.0,0.43586169440168704,0.030303030303030304,7.99,2022.0,0.0007364591934655984,Low
Motorbike,140,87,89.5,1820.0142857142857,79.43262411347519,0.0,0.0,0.7455779607127158,0.014285714285714285,9.99,2021.0,0.00156218616795733,Low
Mouse only,498,294,43.0,1017.425702811245,86.77008675971331,0.0,0.0,0.28806320651269074,0.03614457831325301,2.99,2019.0,0.005556919368876788,Medium
Movie,88,55,60.0,706.2954545454545,74.60317460317461,0.0,0.0,0.2626224853014639,0.20454545454545456,7.865,2020.0,0.0009819455912874646,Low
Multiplayer,8792,5828,122.0,10101.622725204732,78.6775956284153,0.0,0.0,0.8188602606429615,0.17891264786169245,6.99,2021.0,0.09810529134772032,Very High
Multiple Endings,4474,2323,33.0,1385.186633884667,87.77777777777777,0.0,0.0,0.2641112414221258,0.05274921770227984,5.99,2022.0,0.04992300653886496,Very High
Music,1050,593,38.0,2625.4304761904764,84.81012658227847,0.0,0.0,0.26997462773063896,0.07142857142857142,4.99,2020.0,0.011716396259679974,High
Music-Based Procedural Generation,211,91,20.0,775.1848341232228,84.88372093023256,0.0,0.0,0.09465305743087742,0.09004739336492891,5.99,2021.0,0.0023544377245642615,Low
Musou,34,33,1477.0,3619.735294117647,84.11165993114803,1269.0,19.5,1.949798452317909,0.0,47.49,2018.0,0.00037938806936106586,Low
Mystery,5246,2584,28.0,1048.9683568433093,85.5380270046845,0.0,0.0,0.20970806753272928,0.05413648494090736,5.99,2022.0,0.05853734740788681,Very High
Mystery Dungeon,678,228,14.0,124.070796460177,80.32786885245902,0.0,0.0,-0.1141524855236031,0.029498525073746312,4.99,2022.0,0.0075654444419647835,Medium
Mythology,887,445,30.0,3984.3866967305526,83.01886792452831,0.0,0.0,0.29448239375869945,0.06426155580608793,6.99,2022.0,0.009897565221272513,High
NSFW,728,582,158.5,2479.7046703296705,83.10334982870194,129.5,1.0,0.7381220259530193,0.03571428571428571,5.99,2022.0,0.008123368073378117,High
Narration,1756,842,26.5,910.757403189066,85.71428571428571,0.0,0.0,0.14746094780795635,0.06492027334851937,5.99,2022.0,0.019594277935236225,High
Narrative,348,234,75.5,1362.462643678161,89.27111923485162,0.0,0.0,0.5100311112254539,0.05459770114942529,9.99,2023.0,0.0038831484746367916,Medium
Nature,2367,847,14.0,717.0612589776088,85.74181117533719,0.0,0.0,0.023876573113481358,0.044359949302915085,4.99,2023.0,0.026412104711107144,High
Naval,296,182,66.5,3219.1216216216217,74.94444444444446,0.0,0.0,0.6417793984576011,0.09121621621621621,9.99,2020.0,0.0033029078979669264,Medium
Naval Combat,208,129,73.0,5732.427884615385,76.66309012875536,0.0,0.0,0.6839998168629765,0.07211538461538461,9.99,2021.0,0.0023209623066794615,Low
Ninja,455,219,29.0,4483.650549450549,85.34798534798534,0.0,0.0,0.33254752820448424,0.06813186813186813,5.99,2021.0,0.005077105045861323,Medium
Noir,700,371,35.5,1228.422857142857,85.44061302681992,0.0,0.0,0.2639802928912328,0.06285714285714286,4.99,2022.0,0.00781093083978665,Medium
Nonlinear,1247,532,21.0,639.3849238171612,86.62841307851022,0.0,0.0,0.10047141949946542,0.06094627105052125,5.99,2022.0,0.013914615367448504,High
Nostalgia,204,134,155.5,2894.357843137255,89.24266197700075,124.0,1.0,0.9372364468490175,0.058823529411764705,6.99,2021.0,0.002276328416166395,Low
Nudity,2664,2031,144.5,3413.3310810810813,81.29496402877699,0.0,0.0,0.6584927559882927,0.09084084084084085,4.99,2019.0,0.029726171081702335,Very High
Offroad,222,105,26.5,1113.0135135135135,76.24712202609362,0.0,0.0,0.3478507747095926,0.04054054054054054,7.99,2022.0,0.0024771809234751946,Low
Old School,3716,1330,15.0,398.80705059203444,86.68779581001613,0.0,0.0,-0.00668459486613515,0.04601722282023681,4.99,2022.0,0.041464884286638845,Very High
On-Rails Shooter,268,110,19.5,175.27985074626866,81.04222821203953,0.0,0.0,-0.05376336508256432,0.06343283582089553,4.99,2021.0,0.0029904706643754603,Medium
Online Co-Op,2717,1856,140.0,18784.962826647035,78.97331602937453,0.0,1.0,1.020915699889787,0.13617960986382038,7.99,2022.0,0.03031757013100047,Very High
Open World,5219,3237,94.0,9524.18509292968,77.65409080938802,0.0,0.0,0.8424640678070815,0.09388771795363096,9.99,2021.0,0.05823606864692361,Very High
Open World Survival Craft,524,362,155.5,19982.496183206105,72.02460905741037,102.0,1.0,1.0672689517138645,0.07061068702290077,11.99,2021.0,0.005847039657211721,Medium
Otome,395,237,52.0,279.84303797468357,85.84298584298584,0.0,0.0,0.2222392643568115,0.09113924050632911,7.99,2020.0,0.004407596688165324,Medium
Outbreak Sim,154,65,20.5,847.8766233766233,78.33333333333333,0.0,0.0,0.12004407519266887,0.025974025974025976,5.99,2022.0,0.001718404784753063,Low
Parkour,1070,438,18.0,4470.024299065421,85.21554341226472,0.0,0.0,0.19182021522687778,0.08691588785046729,4.99,2022.0,0.011939565712245307,High
Parody,583,303,33.0,847.8404802744425,87.64344809180677,0.0,0.0,0.2112802421056035,0.0634648370497427,4.99,2022.0,0.0065053895422794526,Medium
Party,298,145,27.5,1497.6208053691275,84.87124463519314,0.0,0.0,0.2892847092581885,0.09395973154362416,7.99,2021.0,0.0033252248432234597,Medium
Party Game,371,199,35.0,5048.433962264151,87.05882352941177,0.0,0.0,0.3666015445051232,0.09433962264150944,6.99,2022.0,0.004139793345086924,Medium
Party-Based RPG,1132,600,37.0,1425.708480565371,83.23515950560343,0.0,0.0,0.41596824300877233,0.05742049469964664,9.99,2022.0,0.01263139101519784,High
Perma Death,1573,696,22.0,1714.986013986014,83.1938269190199,0.0,0.0,0.19241563328908126,0.043865225683407505,4.99,2022.0,0.01755227744426343,High
Philosophical,777,353,24.0,687.2471042471043,88.88888888888889,0.0,0.0,0.08782254098823063,0.09266409266409266,4.99,2022.0,0.008670133232163181,High
Photo Editing,173,73,21.0,5466.8497109826585,82.15686274509804,0.0,0.0,0.20290305196411787,0.13872832369942195,7.79,2021.0,0.0019304157646901291,Low
Physics,4825,1979,19.0,1804.3541968911918,83.61097609473731,0.0,0.0,0.1258368647180887,0.05844559585492228,4.99,2022.0,0.05383963043138655,Very High
Pinball,136,56,22.0,340.20588235294116,82.84271284271284,0.0,0.0,0.039635184098855115,0.08823529411764706,3.99,2020.0,0.0015175522774442634,Low
Pirates,447,237,35.0,1615.2796420581656,80.01674574379012,0.0,0.0,0.32027400481907725,0.06935123042505593,6.99,2021.0,0.0049878372648351895,Medium
Pixel Graphics,11815,5190,21.0,951.5157850190436,87.01724264547612,0.0,0.0,0.09829539160803917,0.06330935251798561,4.99,2022.0,0.13183735410297037,Very High
Platformer,7591,3215,21.0,1208.9384797786852,84.51612903225806,0.0,0.0,0.04785138315484297,0.06586747464102226,4.99,2021.0,0.08470396572117209,Very High
Point & Click,4662,2436,34.0,773.996567996568,86.00155520995335,0.0,0.0,0.20946772795325783,0.05855855855855856,4.99,2021.0,0.052020799392979086,Very High
Political,460,274,57.0,2426.0173913043477,80.52168021680217,0.0,0.0,0.49780522465503707,0.10869565217391304,6.99,2021.0,0.0051328974090026555,Medium
Political Sim,344,202,55.0,1671.3662790697674,77.63266116452536,0.0,0.0,0.5122591039445697,0.046511627906976744,7.99,2022.0,0.003838514584123725,Medium
Politics,333,209,79.0,2028.1501501501502,78.60262008733623,0.0,0.0,0.6461171713489442,0.09309309309309309,5.99,2021.0,0.003715771385212792,Medium
Pool,85,30,20.0,460.5529411764706,83.07764538060371,0.0,0.0,0.11554625246251997,0.09411764705882353,4.99,2022.0,0.0009484701734026646,Low
Post-apocalyptic,2173,1091,30.0,4306.599631845375,79.81818181818183,0.0,0.0,0.3817359276839723,0.05844454670961804,6.99,2022.0,0.024247361021223414,High
Precision Platformer,1943,581,14.0,510.2269686052496,89.0909090909091,0.0,0.0,-0.14485626963644244,0.06999485331960885,3.99,2022.0,0.021680912316722086,High
Procedural Generation,3215,1563,28.0,1801.5639191290825,84.17266187050359,0.0,0.0,0.28187663155489223,0.04696734059097978,6.99,2022.0,0.03587448949987726,Very High
Programming,404,198,27.5,660.2673267326733,89.09053791977136,0.0,0.0,0.25137992761192435,0.06930693069306931,7.99,2021.0,0.004508022941819723,Medium
Psychedelic,1373,594,22.0,676.3277494537509,86.93508338887709,0.0,0.0,0.055183638535941645,0.06991988346686089,4.99,2022.0,0.0153205829186101,High
Psychological,1662,844,30.0,1392.2069795427196,84.8155467720685,0.0,0.0,0.15132520111100914,0.06016847172081829,4.99,2023.0,0.01854538150817916,High
Psychological Horror,5191,3036,46.0,2273.6962049701406,83.67538384959988,0.0,0.0,0.3579764363431492,0.0780196493931805,4.99,2022.0,0.05792363141333214,Very High
Puzzle,13923,6272,23.0,779.0422322775264,85.63871758425017,0.0,0.0,0.09361606289691522,0.05358040652158299,4.99,2021.0,0.15535941440335646,Very High
Puzzle-Platformer,3432,1324,18.0,686.0608974358975,86.12978115462043,0.0,0.0,-0.020513750459629988,0.06177156177156177,4.99,2021.0,0.03829587806021112,Very High
PvE,4264,1412,12.0,2703.2256097560976,79.69249733475479,0.0,0.0,0.06647171327496196,0.07410881801125703,4.99,2023.0,0.04757972728692896,Very High
PvP,4234,2082,28.0,8821.580538497874,77.4680503180657,0.0,0.0,0.3894892043099014,0.17146905999055267,4.99,2022.0,0.04724497310808096,Very High
Quick-Time Events,485,144,12.0,2688.4082474226802,82.05128205128204,0.0,0.0,0.03276306850915953,0.04329896907216495,3.99,2023.0,0.005411859224709322,Medium
RPG,13682,7496,40.0,2909.9656482970327,80.0,0.0,0.0,0.38260833838279795,0.09362666276860108,5.99,2021.0,0.15267022249994422,Very High
RPGMaker,1523,841,38.0,427.74917925147736,82.92682926829268,0.0,0.0,0.0851696894594288,0.13000656598818122,3.99,2019.0,0.016994353812850096,High
RTS,1680,1020,66.5,4028.1505952380953,77.97529890947314,0.0,0.0,0.6477513300505524,0.08392857142857142,7.99,2021.0,0.01874623401548796,High
Racing,2882,1274,22.0,2061.4215822345595,77.84992784992787,0.0,0.0,0.11664256562062965,0.08327550312283137,4.99,2021.0,0.03215871811466446,Very High
Real Time Tactics,1419,615,21.0,1307.0796335447499,79.27117841930904,0.0,0.0,0.2456928374868488,0.07399577167019028,5.99,2022.0,0.015833872659510365,High
Real-Time,376,255,94.0,2618.6090425531916,75.62189054726367,0.0,0.0,0.6772541415783391,0.08776595744680851,9.99,2019.0,0.004195585708228258,Medium
Real-Time with Pause,285,220,289.0,7732.087719298245,79.72384507194634,209.0,2.0,1.1974267295396637,0.02456140350877193,9.99,2019.0,0.0031801646990559933,Medium
Realistic,5118,2482,27.0,5322.858929269246,76.66666666666667,0.0,0.0,0.32928708252854305,0.05509964830011723,5.99,2023.0,0.05710906291146868,Very High
Reboot,11,10,2475.0,30124.545454545456,87.67281105990783,1843.0,8.0,1.9783553240206684,0.09090909090909091,14.99,2014.0,0.00012274319891093308,Low
Relaxing,7646,3227,20.0,926.4114569709652,86.27450980392157,0.0,0.0,0.09960565055008505,0.049176039759351295,3.99,2022.0,0.08531768171572675,Very High
Remake,383,299,340.0,8583.770234986945,85.06276150627615,237.0,2.0,1.2078893688092749,0.028720626631853787,11.99,2019.0,0.004273695016626124,Medium
Replay Value,2095,1451,85.0,5878.616706443914,81.72637653282038,0.0,0.0,0.6522551679614864,0.05298329355608592,7.99,2020.0,0.023377000156218616,High
Resource Management,2626,1454,40.0,1858.0361766945925,80.20317656765678,0.0,0.0,0.5055747235042386,0.053313023610053314,7.99,2022.0,0.029302149121828203,Very High
Retro,7940,3550,23.0,624.2458438287154,86.60090173372905,0.0,0.0,0.09326267820844977,0.054282115869017634,4.99,2021.0,0.08859827266843714,Very High
Rhythm,933,419,23.0,1556.2958199356913,86.45418326693228,0.0,0.0,0.10461910755184965,0.06859592711682744,4.99,2021.0,0.010410854962172778,High
Robots,1631,732,22.0,2261.5800122624155,83.85056968849258,0.0,0.0,0.18136094303942235,0.07970570202329859,5.99,2022.0,0.018199468856702896,High
Rock Music,38,18,24.0,1099.5,86.19047619047619,0.0,0.0,0.19096951030607104,0.02631578947368421,9.99,2022.0,0.00042402195987413245,Low
Rogue-like,4180,2104,30.0,1432.8504784688996,83.06769692077037,0.0,0.0,0.2991135654473554,0.03660287081339713,5.99,2023.0,0.04664241558615457,Very High
Rogue-lite,3877,1981,32.0,1436.4418364714986,83.52941176470588,0.0,0.0,0.2992893281209993,0.03275728656177457,5.99,2023.0,0.043261398379789776,Very High
Roguelike Deckbuilder,350,225,68.5,1795.777142857143,85.58052434456928,0.0,1.0,0.6425279959861966,0.014285714285714285,9.99,2023.0,0.003905465419893325,Medium
Roguevania,129,55,20.0,1893.3023255813953,80.625,0.0,0.0,0.17727350112406184,0.031007751937984496,6.99,2022.0,0.001439442969046397,Low
Romance,2170,1359,64.0,1515.6797235023041,89.04823989569752,0.0,0.0,0.418000270177332,0.060829493087557605,7.99,2022.0,0.024213885603338616,High
Rome,130,77,45.0,2211.8615384615387,81.3780260707635,0.0,0.0,0.49065022665068386,0.038461538461538464,9.49,2021.5,0.0014506014416746636,Low
Rugby,19,15,76.0,109.0,67.3469387755102,0.0,2.0,0.302686112567829,0.05263157894736842,18.99,2020.0,0.00021201097993706622,Low
Runner,1387,357,11.0,227.18457101658257,84.0,0.0,0.0,-0.19206860914733181,0.06705118961788031,2.99,2022.0,0.015476801535405834,High
Sailing,225,128,45.0,2744.2355555555555,77.24836966070339,0.0,0.0,0.4690527379592112,0.057777777777777775,9.99,2022.0,0.0025106563413599945,Low
Sandbox,3979,2587,105.0,8551.452877607438,79.2156862745098,0.0,0.0,0.8581517375436645,0.07087207841166122,9.99,2022.0,0.04439956258787297,Very High
Satire,461,242,32.0,1482.993492407809,87.1486413006844,0.0,0.0,0.20188783196711063,0.06941431670281996,4.99,2022.0,0.005144055881630923,Medium
Sci-fi,7211,3490,27.0,2949.9032034391903,82.05128205128204,0.0,0.0,0.27815930115420395,0.07405352933019,6.99,2021.0,0.08046374612243076,Very High
Science,692,312,23.0,1025.1517341040462,83.65150989239848,0.0,0.0,0.2013921344378151,0.07514450867052024,5.99,2022.0,0.0077216630587605166,Medium
Score Attack,2531,726,12.0,423.9427103911497,88.2022948804262,0.0,0.0,-0.12239554978718029,0.049782694587119716,3.99,2022.0,0.028242094222142872,Very High
Sequel,193,133,101.0,999.8652849740932,85.02865329512895,0.0,0.0,0.5921002550722033,0.04145077720207254,6.99,2019.0,0.0021535852172554623,Low
Sexual Content,2938,2240,143.0,2486.4503063308375,83.01002275044303,0.0,0.0,0.6767847282733447,0.08066712049012933,5.99,2020.0,0.0327835925818474,Very High
Shoot 'Em Up,3126,1241,18.0,300.3803582853487,85.36585365853658,0.0,0.0,-0.03224090004984015,0.060460652591170824,4.99,2021.0,0.034881385435961525,Very High
Shooter,7856,3506,22.0,5923.229251527495,80.71142579817659,0.0,0.0,0.22541789136668375,0.0894857433808554,4.99,2021.0,0.08766096096766275,Very High
Shop Keeper,33,24,92.0,2381.4848484848485,83.71616137018547,0.0,7.0,1.0394475475949276,0.06060606060606061,9.99,2024.0,0.0003682295967327992,Low
Short,1614,1089,91.5,1618.4467162329615,85.71428571428571,0.0,0.0,0.39628845999025575,0.13940520446096655,2.99,2019.0,0.018009774822022363,High
Side Scroller,3776,1706,24.0,913.9364406779661,84.87607099143207,0.0,0.0,0.12183147283842947,0.04608050847457627,4.99,2021.0,0.04213439264433484,Very High
Silent Protagonist,108,63,40.0,1966.1203703703704,80.55555555555556,0.0,0.0,0.3066391179301866,0.07407407407407407,4.99,2019.0,0.0012051150438527974,Low
Simulation,15663,8371,36.0,2450.726553023048,78.08764940239044,0.0,0.0,0.32974527643247853,0.0812743408031667,5.99,2021.0,0.17477515677654043,Very High
Singleplayer,42723,19573,23.0,2144.4962666479414,83.54430379746836,0.0,0.0,0.23004296314635697,0.059874072513634344,4.99,2022.0,0.4767234260974358,Very High
